gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
4933401J01Rik	chr1	97127	110141	-0.514362	18.7526	1.87579	1	2	135.688	142
Gm26206	chr1	123273	161031	-0.514362	28.5899	1.70098	1	2	135.688	142
Xkr4	chr1	225199	689232	-0.514362	20.2013	17.6258	1	18	135.688	142
Gm18956	chr1	233780	292277	-0.514362	18.0227	2.89844	1	3	135.688	142
Gm37180	chr1	233780	392039	-0.514362	18.6121	4.82975	1	5	135.688	142
Gm37363	chr1	233780	477754	-0.514362	19.0916	5.82346	1	6	135.688	142
Gm37686	chr1	233780	525354	-0.514362	20.0834	8.75811	1	9	135.688	142
Gm1992	chr1	233780	541336	-0.514362	19.9933	9.74352	1	10	135.688	142
Gm37329	chr1	233780	541336	-0.514362	19.9933	9.74352	1	10	135.688	142
Slc35e3	chr1	233780	604453	-0.514362	20.3228	11.7088	1	12	135.688	142
Gm38148	chr1	233780	656406	-0.514362	20.1764	13.6746	1	14	135.688	142
Gm19938	chr1	233780	689232	-0.514362	20.2311	15.6511	1	16	135.688	142
Gm10568	chr1	689732	757818	-0.514362	25.0607	1.8116	1	2	135.688	142
Gm38385	chr1	758318	771902	-0.514362	21.2004	1.94536	1	2	135.688	142
Gm27396	chr1	791557	1006155	-0.514362	19.8039	1.81944	1	2	135.688	142
MGP_FVBNJ_G0015656	chr1	1006655	1259995	-0.514362	19.6577	1.96496	1	2	135.688	142
Gm6101	chr1	1260495	1291893	-0.514362	20.3484	1.94274	1	2	135.688	142
Rp1	chr1	1292393	1429399	-0.514362	21.1937	3.94077	1	4	135.688	142
Gm37483	chr1	1292393	1429399	-0.514362	21.1937	3.94077	1	4	135.688	142
Sox17	chr1	1481671	1490306	-0.514362	23.5399	9.75255	1	10	135.688	142
Gm37587	chr1	1481990	1512969	-0.514362	23.202	9.7552	1	10	135.688	142
Gm7357	chr1	1513469	1519692	-0.514362	55.6641	0.753181	1	2	135.688	142
MGP_FVBNJ_G0036886	chr1	1519585	1525664	-0.514362	32.0213	1.29458	1	2	135.688	142
Gm38076	chr1	1525214	1546850	-0.514362	21.5301	1.89976	1	2	135.688	142
Gm37323	chr1	1573786	1599223	-0.514362	23.0494	1.95611	1	2	135.688	142
Gm7369	chr1	1599723	1675645	-0.514362	20.4935	1.95206	1	2	135.688	142
Gm6085	chr1	1676145	1682259	-0.514362	20.5812	1.64386	1	2	135.688	142
Gm6119	chr1	1681053	1697571	-0.514362	22.3753	1.9437	1	2	135.688	142
MGP_FVBNJ_G0036887	chr1	1713461	1723707	-0.514362	27.807	1.82255	1	2	135.688	142
Gm2053	chr1	1723076	1762081	-0.514362	23.1434	1.93153	1	2	135.688	142
Gm6123	chr1	1762581	1778254	-0.514362	19.0349	1.84215	1	2	135.688	142
Mrpl15	chr1	1765105	1801459	-0.514362	23.4799	8.24676	1	9	135.688	142
Gm37144	chr1	1765105	1776858	-0.514362	25.3837	5.34799	1	6	135.688	142
Lypla1	chr1	1801959	1851421	-0.514362	26.1864	9.69417	1	10	135.688	142
Gm37988	chr1	1801959	1902520	-0.514362	24.9628	14.6264	1	15	135.688	142
