gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
4933401J01Rik	chr1	97127	110141	0.922239	57.6227	1.8925	4	2	19.2323	20
Gm26206	chr1	123273	161031	0.922239	52.7128	1.74315	4	2	19.2323	20
Xkr4	chr1	225199	545116	0.922239	42.6625	12.7732	4	13	19.2323	20
Gm18956	chr1	233780	292277	0.922239	42.7672	2.92122	4	3	19.2323	20
Gm37180	chr1	233780	392039	0.922239	42.5084	4.86933	4	5	19.2323	20
Gm37363	chr1	233780	477754	0.922239	42.4104	5.86446	4	6	19.2323	20
Gm37686	chr1	233780	525354	0.922239	42.2736	8.81909	4	9	19.2323	20
Gm1992	chr1	233780	541336	0.922239	42.2414	9.80784	4	10	19.2323	20
Gm37329	chr1	233780	541336	0.922239	42.2414	9.80784	4	10	19.2323	20
Slc35e3	chr1	233780	545116	0.922239	42.9617	10.7899	4	11	19.2323	20
Gm38148	chr1	233780	272660	0.922239	41.3437	1.9421	4	2	19.2323	20
Gm19938	chr1	233780	272660	0.922239	41.3437	1.9421	4	2	19.2323	20
Gm37791	chr1	4516543	4538208	1.16246	63.0703	1.87854	5	2	6.66714	7
Gm7470	chr1	4538708	4596222	1.16246	57.3009	1.96838	5	2	6.66714	7
Rps2-ps2	chr1	4596722	4634114	1.16246	58.1935	1.95608	5	2	6.66714	7
Gm38216	chr1	4659102	4766526	0.357006	22.5867	1.72886	3	2	17.0934	18
Sntg1	chr1	5232625	5474631	0.357006	33.1809	12.629	3	13	17.0934	18
Gm38024	chr1	5232625	5347651	0.357006	36.7048	8.94685	3	9	17.0934	18
Gm16284	chr1	5232625	5397653	0.357006	34.2725	10.6501	3	11	17.0934	18
Gm38259	chr1	5232625	5474631	0.357006	33.1809	12.629	3	13	17.0934	18
MGP_FVBNJ_G0007534	chr1	5232625	5332486	0.357006	37.6767	7.95792	3	8	17.0934	18
Gm37005	chr1	5232625	5332486	0.357006	37.6767	7.95792	3	8	17.0934	18
Gm36964	chr1	5232625	5350246	0.357006	42.3558	4.98658	3	5	17.0934	18
MGP_FVBNJ_G0007535	chr1	5232625	5350246	0.357006	42.3558	4.98658	3	5	17.0934	18
Gm37629	chr1	5232625	5350246	0.357006	42.3558	4.98658	3	5	17.0934	18
Gm38008	chr1	5232625	5350246	0.357006	42.3558	4.98658	3	5	17.0934	18
Gm37143	chr1	5232625	5350246	0.357006	42.3558	4.98658	3	5	17.0934	18
Sntg1	chr1	5232625	6249927	1.32914	55.4592	19.9719	6	22	164.744	165
Gm38024	chr1	5232625	5663794	1.32914	43.2605	4.98883	6	5	164.744	165
Gm16284	chr1	5232625	5663794	1.32914	43.2605	4.98883	6	5	164.744	165
Gm38259	chr1	5232625	5663794	1.32914	43.2605	4.98883	6	5	164.744	165
MGP_FVBNJ_G0007534	chr1	5232625	5512804	1.32914	46.2137	6.20292	6	7	164.744	165
Gm37005	chr1	5232625	5544994	1.32914	46.5113	8.14049	6	9	164.744	165
Gm36964	chr1	5232625	5676835	1.32914	50.7123	11.2576	6	13	164.744	165
MGP_FVBNJ_G0007535	chr1	5232625	5816863	1.32914	51.2129	12.2543	6	14	164.744	165
Gm37629	chr1	5232625	6095698	1.32914	52.8099	16.1556	6	18	164.744	165
Gm38008	chr1	5232625	6141919	1.32914	54.7051	18.0207	6	20	164.744	165
Gm37143	chr1	5232625	6249927	1.32914	55.4592	19.9719	6	22	164.744	165
Gm6187	chr1	6250427	6291290	1.32914	64.0949	1.94963	6	2	164.744	165
Gm18299	chr1	6291790	6303597	1.32914	74.1218	1.9356	6	2	164.744	165
Gm7512	chr1	6302427	6309620	1.32914	77.1994	1.88657	6	2	164.744	165
Gm24765	chr1	6309517	6351284	1.32914	69.4963	1.91221	6	2	164.744	165
Gm18300	chr1	6351784	6426945	1.32914	68.6056	1.9762	6	2	164.744	165
Adhfe1	chr1	6398608	6482356	1.32914	69.1491	7.94718	6	8	164.744	165
2610203C22Rik	chr1	6398608	6491318	1.32914	68.296	11.8878	6	12	164.744	165
Vxn	chr1	6411492	6491318	1.32914	66.291	6.92494	6	7	164.744	165
Gm29520	chr1	6489990	6517968	1.32914	72.0483	1.96153	6	2	164.744	165
Mybl1	chr1	6518468	6568284	1.32914	63.494	5.75562	6	6	164.744	165
Vcpip1	chr1	6568784	6620070	1.32914	63.6745	3.97707	6	4	164.744	165
1700034P13Rik	chr1	6568784	6750938	1.32914	63.0988	7.85069	6	8	164.744	165
Sgk3	chr1	6646248	6759446	1.32914	65.4721	16.7335	6	17	164.744	165
Gm6195	chr1	6646248	6682412	1.32914	64.6143	7.91395	6	8	164.744	165
MGP_FVBNJ_G0036889	chr1	6646248	6695565	1.32914	65.3336	9.81085	6	10	164.744	165
Mcmdc2	chr1	6759946	6796562	1.32914	63.2298	12.723	6	13	164.744	165
Snhg6	chr1	6759978	6813671	1.32914	63.7617	10.7264	6	11	164.744	165
Snord87	chr1	6795965	6813671	1.32914	64.5416	6.75884	6	7	164.744	165
Tcf24	chr1	6814171	6841237	1.32914	58.4731	3.79993	6	4	164.744	165
E330040D14Rik	chr1	6814171	6858844	1.32914	60.8897	5.7883	6	6	164.744	165
Ppp1r42	chr1	6821650	6865382	1.32914	62.3911	7.72885	6	8	164.744	165
Gm15818	chr1	6823588	6864595	1.32914	64.8111	5.95648	6	6	164.744	165
MGP_FVBNJ_G0036890	chr1	6865278	6879552	1.32914	65.83	1.88603	6	2	164.744	165
Cops5	chr1	6880052	6992254	1.32914	68.4612	9.81674	6	10	164.744	165
Cspp1	chr1	6880052	7092995	1.32914	66.3105	36.4666	6	37	164.744	165
1700047N06Rik	chr1	6893672	6926197	1.32914	65.4587	14.8573	6	15	164.744	165
Arfgef1	chr1	6993056	7183317	1.32914	66.8513	10.6942	6	11	164.744	165
MGP_FVBNJ_G0009294	chr1	6993056	7092995	1.32914	69.1014	5.77386	6	6	164.744	165
Gm37569	chr1	6993056	7064904	1.32914	67.9041	7.73427	6	8	164.744	165
Cpa6	chr1	7183817	7619970	1.32914	64.8138	11.7442	6	12	164.744	165
Gm38005	chr1	7183817	7321979	1.32914	64.3565	3.96457	6	4	164.744	165
Gm15604	chr1	7183817	7402547	1.32914	65.1796	7.80258	6	8	164.744	165
MGP_FVBNJ_G0036891	chr1	7183817	7442223	1.32914	65.1419	8.79622	6	9	164.744	165
Gm15603	chr1	7183817	7619970	1.32914	64.8138	11.7442	6	12	164.744	165
Gm37133	chr1	7620470	7702151	1.32914	67.4656	1.95867	6	2	164.744	165
Gm28659	chr1	7702651	7715345	1.32914	71.1969	1.92624	6	2	164.744	165
MGP_FVBNJ_G0038128	chr1	7750540	7807450	1.32914	63.3572	1.88144	6	2	164.744	165
Prex2	chr1	7807950	8032093	1.32914	60.4503	6.76031	6	7	164.744	165
Gm24173	chr1	7807950	7969180	1.32914	62.1497	5.76571	6	6	164.744	165
Gm28686	chr1	7807950	7811091	1.32914	59.6879	1.97042	6	2	164.744	165
MGP_FVBNJ_G0036892	chr1	9129761	9178251	0.783781	43.399	1.88482	4	2	10.5341	11
Mir6341	chr1	9178751	9234001	0.783781	50.5598	1.84074	4	2	10.5341	11
Gm6216	chr1	9415653	9425446	0.783781	47.5825	1.92892	4	2	10.5341	11
Gm29663	chr1	9424593	9450040	0.783781	39.745	1.87617	4	2	10.5341	11
Ncoa2	chr1	9913094	10142989	0.866511	49.4404	18.4972	4	19	39.6889	36
Gm38376	chr1	9913094	10141449	0.866511	45.0038	4.98406	4	5	39.6889	36
Gm37409	chr1	9913094	10029805	0.866511	47.2383	9.92754	4	10	39.6889	36
MGP_FVBNJ_G0007537	chr1	9913094	10058001	0.866511	48.9914	11.7938	4	12	39.6889	36
Gm38223	chr1	9913094	10067617	0.866511	49.8073	13.7411	4	14	39.6889	36
Gm37702	chr1	9913094	10102451	0.866511	49.8165	14.7261	4	15	39.6889	36
Gm23169	chr1	9913094	10115846	0.866511	49.455	16.5248	4	17	39.6889	36
Gm38120	chr1	9913094	10124397	0.866511	49.3767	17.5065	4	18	39.6889	36
Gm38380	chr1	9913094	10142989	0.866511	49.4404	18.4972	4	19	39.6889	36
Gm29570	chr1	10143489	10172495	0.866511	49.2247	1.97604	4	2	39.6889	36
Gm7593	chr1	10172995	10311291	0.866511	47.9199	1.92884	4	2	39.6889	36
Tram1	chr1	10311791	10373558	0.866511	48.614	3.96251	4	4	39.6889	36
Lactb2	chr1	10374058	10421406	0.866511	51.1396	3.94448	4	4	39.6889	36
Gm38319	chr1	10374058	10421406	0.866511	51.1396	3.94448	4	4	39.6889	36
Xkr9	chr1	10421906	10503837	0.866511	47.5448	1.98793	4	2	39.6889	36
Gm26273	chr1	10520608	10531541	0.866511	50.2358	1.89223	4	2	39.6889	36
Gm5523	chr1	10532041	10587474	0.866511	41.7167	1.59964	4	2	39.6889	36
Gm36947	chr1	10587974	10633219	0.866511	48.6305	1.97278	4	2	39.6889	36
MGP_FVBNJ_G0009295	chr1	10672831	10673139	0.866511	45.6916	0.946067	4	1	39.6889	36
Gm37400	chr1	10848524	10909268	1.14226	55.8838	1.97208	5	2	28.5053	29
Eya1	chr1	10909768	11181640	1.14226	62.2381	12.8618	5	13	28.5053	29
Gm37444	chr1	10909768	11012262	1.14226	58.4687	8.89377	5	9	28.5053	29
Gm9947	chr1	11492571	11533319	1.14226	53.3556	6.79169	5	7	28.5053	29
Msc	chr1	11492571	11533319	1.14226	53.3556	6.79169	5	7	28.5053	29
Gm37412	chr1	11533819	11616512	1.14226	54.8519	1.97285	5	2	28.5053	29
Trpa1	chr1	11617012	11664196	1.14226	48.4161	0.994612	5	1	28.5053	29
Gm26345	chr1	11758349	11821176	0.405325	25.4981	1.88995	3	2	13.0887	14
Kcnb2	chr1	12028937	12500400	0.405325	39.488	5.8583	3	6	13.0887	14
Gm38116	chr1	12028937	12233944	0.405325	29.1727	3.96881	3	4	13.0887	14
Gm25227	chr1	12028937	12500400	0.405325	39.488	5.8583	3	6	13.0887	14
Gm25168	chr1	12500900	12504726	0.405325	70.634	1.59927	3	2	13.0887	14
Gm6060	chr1	12504179	12504726	0.405325	89.585	0.67921	3	1	13.0887	14
Gm28669	chr1	12504818	12546161	1.75024	70.2454	1.83933	7	2	46.9343	48
Terf1	chr1	12546661	12593076	1.75024	86.1847	4.95661	7	5	46.9343	48
Gm37509	chr1	12593576	12620539	1.75024	87.7909	2.83707	7	3	46.9343	48
Sbspon	chr1	12593576	12668402	1.75024	89.3977	3.80876	7	4	46.9343	48
MGP_FVBNJ_G0009296	chr1	12594107	12668402	1.75024	89.4615	2.82377	7	3	46.9343	48
Gm7634	chr1	12791990	12804955	1.75024	92.2404	1.94151	7	2	46.9343	48
4930444P10Rik	chr1	12805455	12837039	1.75024	109.984	2.85147	7	3	46.9343	48
Rpl7	chr1	12836251	12868595	1.75024	92.7025	6.82873	7	7	46.9343	48
Rdh10	chr1	12840725	12897817	1.75024	92.255	2.95852	7	3	46.9343	48
Gm38249	chr1	12943341	12963714	1.75024	90.7767	1.97089	7	2	46.9343	48
Gm28095	chr1	12964214	12994173	1.75024	83.7295	6.93991	7	7	46.9343	48
Stau2	chr1	12964214	13248420	1.75024	82.1971	18.7507	7	19	46.9343	48
Gm7568	chr1	12964382	13077684	1.75024	85.3695	8.91491	7	9	46.9343	48
Ube2w	chr1	13270574	13365747	1.53236	79.2887	7.93743	6	8	31.6263	32
Gm38342	chr1	13270574	13365747	1.53236	79.2887	7.93743	6	8	31.6263	32
Eloc	chr1	13366247	13386772	1.53236	74.5697	11.8836	6	12	31.6263	32
D030040B21Rik	chr1	13382036	13388156	1.53236	79.7314	1.95441	6	2	31.6263	32
Idi1-ps5	chr1	13387473	13402799	1.53236	77.0491	1.95918	6	2	31.6263	32
Tmem70	chr1	13389425	13411430	1.53236	75.3058	4.93175	6	5	31.6263	32
Ly96	chr1	13411930	13464972	1.53236	74.7364	3.95945	6	4	31.6263	32
Gm29649	chr1	13465472	13465890	1.53236	84.4928	0.956604	6	1	31.6263	32
Gm5828	chr1	13476741	13533493	1.00286	56.2962	1.96326	5	2	8.70902	9
Gm28376	chr1	13615241	13813900	1.00286	48.0513	3.92835	5	4	8.70902	9
4921511E07Rik	chr1	13615241	13720793	1.00286	48.5127	2.93511	5	3	8.70902	9
Jph1	chr1	13615241	13813900	1.00286	48.0513	3.92835	5	4	8.70902	9
Gm28783	chr1	13842176	13857068	0.573981	36.8951	1.97513	3	2	28.2212	29
Gdap1	chr1	13857568	13884841	0.573981	38.142	4.93495	3	5	28.2212	29
Gm28784	chr1	13880140	13958993	0.573981	41.6263	1.93419	3	2	28.2212	29
Gm28785	chr1	13959493	13970783	0.573981	41.3816	1.94484	3	2	28.2212	29
Gm5251	chr1	14106365	14139523	0.573981	41.7024	1.95346	3	2	28.2212	29
Gm6075	chr1	14140023	14217133	0.573981	39.7275	1.95553	3	2	28.2212	29
Gm25166	chr1	14217633	14301456	0.573981	26.1063	1.79873	3	2	28.2212	29
Pi15	chr1	14301956	14371993	0.573981	36.6699	2.97521	3	3	28.2212	29
Gm28154	chr1	14301956	14371993	0.573981	36.6699	2.97521	3	3	28.2212	29
Gm16070	chr1	14372493	14503628	0.573981	31.8474	6.79913	3	7	28.2212	29
Crispld1	chr1	14372493	14503628	0.573981	31.8474	6.79913	3	7	28.2212	29
Gm28153	chr1	14421775	14503628	0.573981	31.4234	3.8763	3	4	28.2212	29
Gm7690	chr1	14645111	14690746	0.949148	47.8331	1.96857	4	2	41.1844	43
Gm18775	chr1	14691246	14714447	0.949148	45.1817	2.90015	4	3	41.1844	43
Gm17969	chr1	14691246	14714447	0.949148	45.1817	2.90015	4	3	41.1844	43
Gm28755	chr1	14703493	14734499	0.949148	46.87	1.92688	4	2	41.1844	43
Gm45784	chr1	14734999	14781055	0.949148	51.3946	2.51505	4	3	41.1844	43
Crisp4	chr1	14844814	14937214	0.949148	49.8221	4.94365	4	5	41.1844	43
Defb44-ps	chr1	14937714	14966649	0.949148	36.2159	1.78317	4	2	41.1844	43
Defb18	chr1	14967149	14981564	0.949148	46.8516	1.93385	4	2	41.1844	43
Defb41	chr1	14982064	15040057	0.949148	40.7114	3.78943	4	4	41.1844	43
Gm17837	chr1	14982064	15040057	0.949148	40.7114	3.78943	4	4	41.1844	43
MGP_FVBNJ_G0004720	chr1	15040557	15201373	0.949148	48.284	1.9569	4	2	41.1844	43
Gm5252	chr1	15440399	15600804	0.949148	48.9929	1.96801	4	2	41.1844	43
Gm24075	chr1	15699147	15771914	0.949148	44.2651	1.88894	4	2	41.1844	43
Gm28343	chr1	15772414	15796356	0.949148	42.5918	1.91011	4	2	41.1844	43
Gm28344	chr1	15796856	15838200	0.949148	54.3195	1.92338	4	2	41.1844	43
Gm15825	chr1	15797299	15884008	0.949148	43.4415	2.79783	4	3	41.1844	43
Tfap2d	chr1	15797299	15944059	0.949148	45.6589	3.79026	4	4	41.1844	43
Tfap2b	chr1	15944559	15978786	1.45906	70.598	5.79595	6	6	5.79595	6
Gm28340	chr1	15979286	16057307	0.769929	45.5639	1.94737	4	2	10.6185	11
Gm28341	chr1	16057807	16069013	0.769929	46.024	1.86211	4	2	10.6185	11
Gm4849	chr1	16069513	16102530	0.769929	47.2265	1.9702	4	2	10.6185	11
MGP_FVBNJ_G0038136	chr1	16245829	16347288	0.769929	41.5176	1.88451	4	2	10.6185	11
Gm38382	chr1	16347788	16350265	0.769929	37.2963	0.977498	4	1	10.6185	11
Pkhd1	chr1	16765163	17305862	1.0462	50.4551	12.368	5	13	48.3743	50
Gm37315	chr1	16765163	16902997	1.0462	47.0325	2.89761	5	3	48.3743	50
